Comments:  commonly  misspelled  words,  taken  from https://raw.githubusercontent.com/AdmitHub/normalize-english/master/data/spellfix.js
COLUMN 1:  the correct spelling; COLUMN 2: misspelled word
supply                        suppy                         
suppress                      supress                       
suppressed                    supressed                     
suppresses                    supresses                     
suppressing                   supressing                    
surprise                      suprise                       
surprised                     suprised                      
surprising                    suprising                     
surprisingly                  suprisingly                   
surprise                      suprize                       
surprised                     suprized                      
surprising                    suprizing                     
surprisingly                  suprizingly                   
surname                       surename                      
surround                      surond                        
surrounding                   suronding                     
surround                      suround                       
surrounded                    surounded                     
surrounding                   surounding                    
surroundings                  suroundings                   
surrounds                     surounds                      
supplanted                    surplanted                    
suppress                      surpress                      
suppressed                    surpressed                    
surprise                      surprize                      
surprised                     surprized                     
surprising                    surprizing                    
surprisingly                  surprizingly                  
surreptitious                 surrepetitious                
surreptitiously               surrepetitiously              
surreptitious                 surreptious                   
surreptitiously               surreptiously                 
surround                      surrond                       
surrounding                   surronding                    
surrendering                  surrundering                  
surveil                       surveill                      
surveyor                      surveyer                      
survivor                      surviver                      
survivors                     survivers                     
susceptible                   suseptable                    
susceptible                   suseptible                    
succinctly                    susincly                      
succinct                      susinkt                       
suspicion                     suspision                     
succinct                      sussinct                      
subtle                        suttle                        
swept                         sweeped                       
swept                         sweept                        
switzerland                   switerland                    
style                         syle                          
syllable                      sylibol                       
symmetric                     symetric                      
symmetrically                 symetrically                  
symmetry                      symetry                       
symmetric                     symmetral                     
symmetrically                 symmetricaly                  
synonymous                    synonomous                    
talked                        talekd                        
talking                       talkign                       
targeted                      targetted                     
targeting                     targetting                    
talk                          tawk                          
taught                        teached                       
technician                    techician                     
technicians                   techicians                    
technique                     techneek                      
technician                    technition                    
technical                     tecnical                      
tedious                       tedeous                       
they                          tehy                          
temperature                   temerature                    
temperatures                  temeratures                   
temperate                     temparate                     
temporary                     temperary                     
temperature                   temperture                    
temperature                   tempoerature                  
temperature                   tempurture                    
temptation                    temtation                     
tentacle                      tenacle                       
tentacles                     tenacles                      
tendencies                    tendancies                    
tendency                      tendancy                      
terrace                       terace                        
terrific                      terific                       
territory                     teritory                      
turmoil                       termoil                       
terrible                      terrable                      
terrestrial                   terrestial                    
territories                   terriories                    
territory                     terriory                      
thanks                        thansk                        
there                         theer                         
thereafter                    theerafter                    
theory                        theery                        
there                         ther                          
thereby                       therby                        
theorem                       therem                        
their                         theri                         
theoretical                   theroretical                  
thing                         thign                         
things                        thigns                        
things                        thigsn                        
think                         thikn                         
thinks                        thikns                        
think                         thimk                         
thirtieth                     thirtyth                      
than                          thna                          
then                          thne                          
thing                         thnig                         
things                        thnigs                        
thought                       thoguht                       
thought                       thougth                       
threatened                    threatend                     
threshold                     threshhold                    
thresholds                    threshholds                   
third                         thrid                         
through                       throug                        
thoroughfare                  throughfare                   
thoroughly                    throughly                     
throughout                    throughtout                   
through                       throuhg                       
thrust                        thrusted                      
thursday                      thrsday                       
think                         tihkn                         
time                          timne                         
together                      tiogether                     
typical                       tipic                         
typical                       tipical                       
typical                       tipycal                       
the                           tje                           
the                           teh                           
take                          tkae                          
takes                         tkaes                         
taking                        tkaing                        
talking                       tlaking                       
today                         todya                         
together                      togehter                      
tolerance                     tolerence                     
tomorrow                      tommorow                      
tomorrow                      tommorrow                     
tomorrow                      tomorow                       
tonight                       tongiht                       
tonight                       tonihgt                       
toroidal                      toriodal                      
torque                        tork                          
toward                        towrad                        
traditionally                 traditionaly                  
traditionally                 traditionalyl                 
traditional                   traditionnal                  
trauma                        trama                         
transcendent                  trancendent                   
transcending                  trancending                   
transform                     tranform                      
transformed                   tranformed                    
transport                     tranport                      
transcendence                 transcendance                 
transcendent                  transcendant                  
transcendental                transcendentational           
transept                      transcept                     
transcending                  transending                   
transferred                   transfered                    
transferring                  transfering                   
transistor                    transister                    
transition                    transistion                   
transistor                    transitor                     
translator                    translater                    
translators                   translaters                   
transmission                  transmision                   
transmissible                 transmissable                 
transparent                   transparenet                  
transcend                     transsend                     
translate                     traslate                      
translated                    traslated                     
transport                     trasport                      
transportation                trasportation                 
traveling                     travelling                    
threshold                     treshold                      
trigonometric                 trignametric                  
truly                         truely                        
truly                         truley                        
trustworthiness               trustworthyness               
tried                         tryed                         
tries                         trys                          
the                           tthe                          
terrain                       turain                        
tucson                        tuscon                        
twelfth                       twelth                        
typical                       typcial                       
typical                       typic                         
typically                     typicaly                      
ubiquitous                    ubiqitous                     
ubiquitous                    ubiquitious                   
understand                    udnerstand                    
ukraine                       ukrane                        
inaccessible                  unaccesabel                   
inaccessible                  unaccesabele                  
inaccessible                  unaccesable                   
inaccessible                  unaccesibel                   
inaccessible                  unaccesibele                  
inaccessible                  unaccesible                   
inaccessible                  unaccessabel                  
inaccessible                  unaccessabele                 
inaccessible                  unaccessable                  
inaccessible                  unaccessibel                  
inaccessible                  unaccessibele                 
inaccessible                  unaccessible                  
inaccessible                  unacesabel                    
inaccessible                  unacesabele                   
inaccessible                  unacesable                    
inaccessible                  unacesibel                    
inaccessible                  unacesibele                   
inaccessible                  unacesible                    
inaccessible                  unacessabel                   
inaccessible                  unacessabele                  
inaccessible                  unacessable                   
inaccessible                  unacessibel                   
inaccessible                  unacessibele                  
inaccessible                  unacessible                   
unanimous                     unannomus                     
incautious                    uncautious                    
uncertainty                   uncertainity                  
unconscious                   unconcious                    
unconsciousness               unconciousness                
unconventional                unconvential                  
undecidable                   undecideable                  
underground                   undergound                    
understand                    understnad                    
understand                    undertand                     
undesirable                   undesireable                  
underdevelopment              undevelopment                 
unduly                        unduely                       
unnecessary                   unecessary                    
unaffected                    uneffected                    
unexceptional                 unexeceptional                
unfeasible                    unfeasable                    
unforgettable                 unforgetable                  
unilateral                    unilatreal                    
unilaterally                  unilatreally                  
universities                  univeristies                  
university                    univeristy                    
universities                  universties                   
universities                  univesities                   
university                    univesity                     
unlabeled                     unlabled                      
unlike                        unliek                        
unlikely                      unlikley                      
unmistakably                  unmistakeably                 
unnecessarily                 unneccesarily                 
unnecessary                   unneccesary                   
unnecessarily                 unneccessarily                
unnecessary                   unneccessary                  
unnecessarily                 unnecesarily                  
unnecessary                   unnecesary                    
unnoticeable                  unoticeable                   
unpleasant                    unpleasent                    
unpleasantly                  unpleasently                  
unpleasant                    unplesant                     
unrepentant                   unrepentent                   
unsubstantiated               unsubstanciated               
unsuccessful                  unsuccessfull                 
unsuccessful                  unsucesful                    
unsuccessfully                unsucesfuly                   
unsuccessful                  unsucessfull                  
unsuccessfully                unsucessfully                 
unsurprised                   unsuprised                    
unsurprising                  unsuprising                   
unsurprisingly                unsuprisingly                 
unsurprised                   unsuprized                    
unsurprising                  unsuprizing                   
unsurprisingly                unsuprizingly                 
unsurprised                   unsurprized                   
unsurprising                  unsurprizing                  
unsurprisingly                unsurprizingly                
until                         untill                        
untranslatable                untranslateable               
universities                  unviersities                  
university                    unviersity                    
university                    unviersty                     
unwieldy                      unweildly                     
unwieldy                      unwieldly                     
uphill                        uphil                         
usually                       usally                        
usage                         useage                        
useful                        usefull                       
usefully                      usefuly                       
using                         useing                        
usability                     usibility                     
usual                         usuall                        
usually                       usualy                        
usually                       usualyl                       
utilized                      utilizied                     
vacuum                        vaccum                        
vacuum                        vaccume                       
vicinity                      vacinity                      
vacuum                        vacume                        
valuable                      valuble                       
valuables                     valubles                      
valuable                      valueable                     
valuables                     valueables                    
vancouver                     vancover                      
varieties                     variaties                     
variety                       variaty                       
varieties                     variatys                      
variant                       varient                       
varieties                     varietys                      
verification                  varification                  
varieties                     varities                      
variety                       varity                        
various                       varous                        
view                          veiw                          
views                         veiws                         
vendor                        vender                        
vendors                       venders                       
ventilate                     ventillate                    
vignette                      venyet                        
verbiage                      verbage                       
verbatim                      verbatum                      
virtue                        verchew                       
verification                  verfication                   
variation                     veriasion                     
version                       verison                       
versions                      verisons                      
versatile                     versital                      
versatile                     versitle                      
between                       vetween                       
victim                        victum                        
vigilance                     vigilence                     
vigilant                      vigilent                      
vigorous                      vigourous                     
vicinity                      vincinity                     
vignette                      vinyet                        
virginia                      virgina                       
virtually                     virtualyl                     
visibility                    visability                    
visible                       visable                       
visibly                       visably                       
vitiate                       visheate                      
vicious                       vishus                        
visit                         vist                          
visitation                    vistation                     
visiting                      visting                       
visitor                       vistor                        
visitors                      vistors                       
visualization                 visualisation                 
virtually                     vitually                      
volcano                       volcan                        
volcano                       volcanoe                      
volcanoes                     volcanos                      
color                         volor                         
volcano                       vulcano                       
volcanoes                     vulcanoes                     
volcanoes                     vulcanos                      
vulnerable                    vulnerible                    
vulnerable                    vunerable                     
wary                          warey                         
warrant                       warrent                       
want                          watn                          
wealthy                       weathly                       
wield                         weild                         
wielded                       weilded                       
wielding                      weilding                      
wednesday                     wendsay                       
wednesday                     wendsday                      
wednesday                     wensday                       
want                          whant                         
wants                         whants                        
where                         whare                         
weather                       wheater                       
weather                       wheather                      
went                          whent                         
where                         wher                          
whereas                       wheras                        
wherever                      whereever                     
where                         wherre                        
while                         whilst                        
with                          whit                          
with                          whith                         
whose                         whoes                         
wholly                        wholely                       
wholly                        wholey                        
holistic                      wholistic                     
wholly                        wholley                       
where                         whre                          
what                          whta                          
which                         wich                          
weird                         wierd                         
with                          wiht                          
writing                       wirting                       
wisconsin                     wisconson                     
withdrawal                    withdrawl                     
withhold                      withold                       
whizzing                      wizzing                       
wants                         wnats                         
who                           woh                           
whole                         wohle                         
work                          wokr                          
working                       wokring                       
wonderful                     wonderfull                    
wondrous                      wonderous                     
wonderful                     worderfull                    
worsened                      worstened                     
worsening                     worstening                    
worthwhile                    worthwile                     
would                         woud                          
would                         woudl                         
wrestle                       wressel                       
write                         wriet                         
writable                      writeable                     
written                       writen                        
writing                       writting                      
worldwide                     wrldwide                      
wrote                         wroet                         
yourself                      yerself                       
yourself                      yoruself                      
absorbent                     absorbant                     
working                       wroking                       
written                       wroten                        
wonderful                     wunderful                     
support                       wupport                       
years                         yeasr                         
yield                         yeild                         
yellow                        yello                         
yellow                        yelow                         
year                          yera                          
years                         yeras                         
younger                       yuonger                       
zinc                          zink                          
